Lemma	PoS	Freq(ipm)	Doc
подыскивать	v	3,6	264
отдаленно	adv	3,6	263
просуществовать	v	3,6	262
спроектировать	v	3,6	262
чередоваться	v	3,6	262
выкладка	s	3,6	262
дешевка	s	3,6	262
неверие	s	3,6	261
усматривать	v	3,6	260
рутинный	a	3,6	260
придача	s	3,6	259
головокружительный	a	3,6	259
неистребимый	a	3,6	259
выталкивать	v	3,6	256
подорожать	v	3,6	256
чудесно	adv	3,6	256
непроходимый	a	3,6	256
гнуться	v	3,6	255
замешкаться	v	3,6	255
застревать	v	3,6	255
преуспевающий	a	3,6	255
строжайший	a	3,6	255
наставлять	v	3,6	254
раскачивать	v	3,6	254
беспорядочный	a	3,6	254
старательный	a	3,6	254
гнет	s	3,6	253
скатываться	v	3,6	252
кружево	s	3,6	252
обуть	v	3,6	251
принуждать	v	3,6	251
растереть	v	3,6	250
искупаться	v	3,6	249
сгнить	v	3,6	249
вливаться	v	3,6	248
вторгнуться	v	3,6	248
вытягиваться	v	3,6	248
зажигаться	v	3,6	248
сторониться	v	3,6	247
неуемный	a	3,6	247
приветственный	a	3,6	247
величать	v	3,6	246
подогреть	v	3,6	246
переоценка	s	3,6	246
разбег	s	3,6	246
непринужденный	a	3,6	246
победоносный	a	3,6	246
политься	v	3,6	245
потускнеть	v	3,6	245
повседневность	s	3,6	245
распродажа	s	3,6	245
тупость	s	3,6	245
враждовать	v	3,6	244
подпевать	v	3,6	244
умчаться	v	3,6	244
усваивать	v	3,6	244
вещица	s	3,6	244
раскаленный	a	3,6	244
оглохнуть	v	3,6	243
невпопад	adv	3,6	243
наведываться	v	3,6	242
приютить	v	3,6	242
данность	s	3,6	242
убыль	s	3,6	242
ревниво	adv	3,6	242
выкатить	v	3,6	241
лексикон	s	3,6	241
недруг	s	3,6	241
тягучий	a	3,6	241
задвинуть	v	3,6	240
запечатать	v	3,6	240
засомневаться	v	3,6	240
натурально	adv	3,6	240
отыграть	v	3,6	239
помахивать	v	3,6	238
сцепить	v	3,6	237
трезвость	s	3,6	237
обреченно	adv	3,6	237
разлиться	v	3,6	236
соучастник	s	3,6	236
столп	s	3,6	236
налиться	v	3,6	235
подеваться	v	3,6	234
хитрить	v	3,6	234
дебри	s	3,6	234
перст	s	3,6	234
оцепенеть	v	3,6	233
грудка	s	3,6	233
здравие	s	3,6	233
функционер	s	3,6	233
низменный	a	3,6	233
невинность	s	3,6	232
железобетонный	a	3,6	232
северо-восточный	a	3,6	232
съедобный	a	3,6	232
дивиться	v	3,6	231
синеть	v	3,6	231
бесить	v	3,6	230
пульсировать	v	3,6	230
проследовать	v	3,6	229
сечь	v	3,6	229
шлепнуть	v	3,6	229
подуть	v	3,6	228
содрогнуться	v	3,6	228
неволя	s	3,6	228
наголо	adv	3,6	228
хрип	s	3,6	227
шпилька	s	3,6	227
умеренно	adv	3,6	227
водоворот	s	3,6	225
товарищеский	a	3,6	225
говор	s	3,6	224
кормушка	s	3,6	224
путеводитель	s	3,6	224
рой	s	3,6	224
знойный	a	3,6	224
лебединый	a	3,6	224
размахнуться	v	3,6	223
отстранение	s	3,6	223
произношение	s	3,6	223
проволочный	a	3,6	223
соскользнуть	v	3,6	222
уединение	s	3,6	222
экспериментально	adv	3,6	222
стоячий	a	3,6	222
заскочить	v	3,6	221
перекрестный	a	3,6	221
разговорный	a	3,6	221
деготь	s	3,6	220
спица	s	3,6	220
безвестный	a	3,6	220
хрустнуть	v	3,6	219
портативный	a	3,6	219
вилять	v	3,6	218
запрячь	v	3,6	218
пискнуть	v	3,6	218
заглавие	s	3,6	218
держатель	s	3,6	216
бессильно	adv	3,6	216
имя-отчество	s	3,6	215
индивидуум	s	3,6	215
снегопад	s	3,6	214
скулить	v	3,6	213
ингредиент	s	3,6	213
арифметический	a	3,6	213
карликовый	a	3,6	213
басня	s	3,6	212
древнегреческий	a	3,6	212
езжать	v	3,6	211
беспамятство	s	3,6	210
подмога	s	3,6	210
общественно	adv	3,6	210
вещий	a	3,6	210
прагматический	a	3,6	210
закуток	s	3,6	209
чмокнуть	v	3,6	207
промывать	v	3,6	206
спятить	v	3,6	206
путевой	a	3,6	206
логотип	s	3,6	205
жанровый	a	3,6	205
провинциал	s	3,6	202
чемпионский	a	3,6	202
татуировка	s	3,6	201
ключица	s	3,6	200
рентген	s	3,6	200
усопший	s	3,6	200
блат	s	3,6	199
диспут	s	3,6	197
комнатушка	s	3,6	197
транс	s	3,6	196
единоличный	a	3,6	196
механизация	s	3,6	195
минный	a	3,6	195
осада	s	3,6	194
сито	s	3,6	194
параграф	s	3,6	192
страстной	a	3,6	192
нечисть	s	3,6	191
минский	a	3,6	191
жгут	s	3,6	190
потенция	s	3,6	189
командирский	a	3,6	189
распределительный	a	3,6	189
заряжать	v	3,6	188
библиотечный	a	3,6	188
десна	s	3,6	187
корифей	s	3,6	187
могилка	s	3,6	186
отвал	s	3,6	186
ананас	s	3,6	185
комета	s	3,6	185
порнография	s	3,6	185
сосредоточение	s	3,6	185
братишка	s	3,6	184
лингвист	s	3,6	184
аэродинамический	a	3,6	184
коррозия	s	3,6	183
полынь	s	3,6	183
листовой	a	3,6	183
провидение	s	3,6	182
ортодоксальный	a	3,6	181
протестантский	a	3,6	181
специя	s	3,6	180
сумеречный	a	3,6	179
жратва	s	3,6	177
брежневский	a	3,6	177
столешница	s	3,6	176
шлак	s	3,6	176
млекопитающее	s	3,6	175
индустриализация	s	3,6	174
торф	s	3,6	174
аршин	s	3,6	173
предохранитель	s	3,6	172
смокинг	s	3,6	172
ближневосточный	a	3,6	172
зарево	s	3,6	170
джин	s	3,6	169
неоднородность	s	3,6	169
интеграционный	a	3,6	169
годность	s	3,6	168
канадец	s	3,6	168
десантный	a	3,6	167
визитка	s	3,6	166
жердь	s	3,6	165
мясокомбинат	s	3,6	164
петропавловский	a	3,6	164
княжество	s	3,6	163
сгорание	s	3,6	163
биохимический	a	3,6	163
лесник	s	3,6	162
барыня	s	3,6	160
лотос	s	3,6	160
ястреб	s	3,6	160
природопользование	s	3,6	159
такса	s	3,6	158
ящерица	s	3,6	158
саженец	s	3,6	156
маркер	s	3,6	155
плетень	s	3,6	154
ювелир	s	3,6	154
измельчить	v	3,6	153
ветхозаветный	a	3,6	153
озерный	a	3,6	153
магистр	s	3,6	151
лавровый	a	3,6	151
истукан	s	3,6	150
кубинский	a	3,6	148
шах	s	3,6	147
устрица	s	3,6	146
ненадлежащий	a	3,6	146
культурно-исторический	a	3,6	139
лоджия	s	3,6	138
углеводородный	a	3,6	137
кинематография	s	3,6	136
кочегар	s	3,6	136
дружище	s	3,6	132
догмат	s	3,6	129
субстрат	s	3,6	127
коммуникативный	a	3,6	125
комедийный	a	3,6	124
манекенщица	s	3,6	123
саксофон	s	3,6	119
бублик	s	3,6	118
контрреволюционный	a	3,6	116
космодром	s	3,6	111
холодильный	a	3,6	111
епархиальный	a	3,6	109
подгруппа	s	3,6	108
лесохозяйственный	a	3,6	98
фарисей	s	3,6	86
подсудность	s	3,6	78
бруствер	s	3,6	66
киса	s	3,6	64
скок	s	3,6	58
дознаватель	s	3,6	57
предикат	s	3,6	47
спелеолог	s	3,6	26
сосновский	a	3,6	26
корректива	s	3,5	290
незначительно	adv	3,5	290
неудивительный	a	3,5	287
повсеместный	a	3,5	286
единодушный	a	3,5	283
обрастать	v	3,5	278
вызывающий	a	3,5	273
возродиться	v	3,5	270
итого	adv	3,5	270
недолюбливать	v	3,5	269
убыточный	a	3,5	268
укорениться	v	3,5	267
безоблачный	a	3,5	267
портиться	v	3,5	266
излишество	s	3,5	265
палитра	s	3,5	265
занимательный	a	3,5	265
предприимчивый	a	3,5	264
объезжать	v	3,5	262
бесповоротно	adv	3,5	262
налаживание	s	3,5	261
трудолюбие	s	3,5	261
лукавить	v	3,5	259
впрок	adv	3,5	259
вездесущий	a	3,5	259
обрисовать	v	3,5	258
переполнять	v	3,5	258
ужесточение	s	3,5	258
повторно	adv	3,5	258
залететь	v	3,5	257
прогреметь	v	3,5	257
прокормить	v	3,5	257
наплыв	s	3,5	257
экстравагантный	a	3,5	257
заверять	v	3,5	256
нарваться	v	3,5	255
попивать	v	3,5	255
кривить	v	3,5	254
обрекать	v	3,5	254
отсчитывать	v	3,5	254
утихать	v	3,5	254
задушевный	a	3,5	254
звучный	a	3,5	254
населить	v	3,5	253
сдуть	v	3,5	253
размеренный	a	3,5	253
подбадривать	v	3,5	252
правдоподобный	a	3,5	252
казус	s	3,5	251
прямолинейный	a	3,5	251
пугающий	a	3,5	251
порхать	v	3,5	250
неотразимый	a	3,5	250
предостерегать	v	3,5	249
представительница	s	3,5	249
движущий	a	3,5	249
воодушевление	s	3,5	248
анализироваться	v	3,5	247
протянуться	v	3,5	247
присматривать	v	3,5	246
неумелый	a	3,5	246
отборный	a	3,5	246
расстроенный	a	3,5	246
закипеть	v	3,5	244
пробудиться	v	3,5	244
форсировать	v	3,5	243
причуда	s	3,5	243
многолюдный	a	3,5	243
подвластный	a	3,5	243
эпилог	s	3,5	242
дизайнерский	a	3,5	242
отождествлять	v	3,5	241
хлюпать	v	3,5	241
доверчиво	adv	3,5	241
занятой	a	3,5	241
мелочный	a	3,5	241
человечный	a	3,5	241
оттащить	v	3,5	240
защищенность	s	3,5	240
утомленный	a	3,5	240
вывернуться	v	3,5	239
аббревиатура	s	3,5	239
блюдечко	s	3,5	239
предостережение	s	3,5	239
признательный	a	3,5	239
безжизненный	a	3,5	238
нескрываемый	a	3,5	237
сближаться	v	3,5	236
простодушно	adv	3,5	236
плеваться	v	3,5	234
рисоваться	v	3,5	234
фыркать	v	3,5	234
смыкаться	v	3,5	233
статься	v	3,5	233
изнемогать	v	3,5	232
обступить	v	3,5	232
юго-запад	s	3,5	232
азартно	adv	3,5	232
неглупый	a	3,5	232
приседать	v	3,5	231
проинформировать	v	3,5	231
несравненно	adv	3,5	231
обомлеть	v	3,5	230
распростереть	v	3,5	230
вылазка	s	3,5	230
довольно-таки	adv	3,5	230
цветастый	a	3,5	230
лепетать	v	3,5	229
отвязаться	v	3,5	229
охать	v	3,5	229
упиваться	v	3,5	229
высокомерие	s	3,5	229
замедление	s	3,5	229
копоть	s	3,5	229
самобытность	s	3,5	229
неудержимо	adv	3,5	229
фабричный	a	3,5	229
переспрашивать	v	3,5	228
застенчиво	adv	3,5	228
близорукий	a	3,5	228
упрашивать	v	3,5	227
кипа	s	3,5	226
зловеще	adv	3,5	226
заблестеть	v	3,5	225
мозоль	s	3,5	225
шлейф	s	3,5	225
гробовой	a	3,5	225
льняной	a	3,5	225
махинация	s	3,5	224
пустяковый	a	3,5	224
остолбенеть	v	3,5	223
немытый	a	3,5	223
вытерпеть	v	3,5	222
униформа	s	3,5	222
женственный	a	3,5	222
непослушный	a	3,5	222
суеверный	a	3,5	222
оттолкнуться	v	3,5	221
фасон	s	3,5	221
покушать	v	3,5	220
загробный	a	3,5	220
чудной	a	3,5	220
широкоплечий	a	3,5	220
трусить	v	3,5	219
наводка	s	3,5	219
многослойный	a	3,5	219
клясть	v	3,5	218
расстегивать	v	3,5	217
ассигнование	s	3,5	217
челка	s	3,5	217
вчетвером	adv	3,5	217
молниеносно	adv	3,5	217
интеллигентность	s	3,5	216
свергнуть	v	3,5	215
самоуверенность	s	3,5	215
